50.800250053 19.8492492189 0.0
50.838430166 19.8492492189 0.0
50.89302516 56.518026097 0.0
50.937402963 56.518026097 0.0
50.992062092 71.7208704663 0.00252890967216
51.038866996 84.154466125 0.0566045387039
51.093240022 98.546732854 0.11948417217
51.138283014 98.546732854 0.173898749888
51.192103147 99.9578506532 0.258117422341
51.237042188 97.3812257349 0.255299706996
51.293213129 80.8392673827 0.322780884159
51.337776184 80.8392673827 0.29855325224
51.391507148 67.5592845215 0.36059204149
51.491424083 14.0981217645 0.309311699763
51.538972139 14.0981217645 0.231116199577
51.592509985 -5.81387958108 0.306167285849
51.637451172 -25.5993411845 0.228887301085
51.691442966 -44.2365986237 0.242789154219
51.734680175 -61.1658879925 0.0769936607148
51.799805164 -87.1660292189 -0.0160956495517
51.836266994 -87.1660292189 -0.104253406919
51.892285108 -95.1527189211 -0.162447632564
51.93584609 -99.3707614174 -0.19171457154
51.988564968 -99.6185258779 -0.248651384424
52.037356138 -95.8985389534 -0.243642609923
52.092115163 -77.2881537165 -0.322478842529
52.137223005 -77.2881537165 -0.268900183698
52.189833164 -63.1142812287 -0.365208780304
52.235193967 -46.4811432411 -0.273749166213
52.292543173 -27.9599546186 -0.292849773718
52.336702108 -8.33005722069 -0.256940413078
52.391433954 11.6159529719 -0.287491746578
52.436347007 31.1320604675 -0.23441661826
52.491147041 49.3912027166 -0.246985704425
52.536653042 65.6790296495 -0.0916335847661
52.589905977 79.352442419 -0.0112479809798
52.6369071 89.8610040489 0.0742590129176
52.689722061 96.7860315564 0.15463366526
52.735095024 99.8549164367 0.200306314578
52.7978971 94.067627036 0.251281979914
52.834048986 94.067627036 0.312255355087
52.890319109 85.4707046992 0.310748245565
52.936195135 73.4548930886 0.28373141998
52.989863157 58.5108854058 0.326888086168
53.035026073 41.2359162318 0.271632925562
53.086966991 2.46156382005 0.322898875218
53.133939981 2.46156382005 0.250621005816
53.190804004 -17.4113986109 0.284612205506
53.232100963 -36.6263677365 0.229560171731
53.291867971 -54.3823447465 0.219521462409
53.335617065 -69.9703558033 0.0903108302083
53.390941143 -82.7703187398 -0.0674598860915
53.435176134 -92.2682935463 -0.140097733941
53.488584041 -98.0890278632 -0.224522541203
53.535948991 -99.9991221307 -0.22301138289
53.587695121 -97.9225559932 -0.286271340485
53.635732174 -91.9421338737 -0.263293878582
53.686896085 -82.2960593264 -0.349190838832
53.73249197 -69.3695318013 -0.292295741162
53.798108101 -35.8083433088 -0.305985992987
53.834728956 -35.8083433088 -0.325556708056
53.889909982 -16.5836849104 -0.304982712717
53.932990074 3.33908656685 -0.239042804273
54.035784006 42.0312422556 -0.233979492097
54.089946985 59.1860453762 -0.220329166163
54.135452032 74.0214709039 -0.0863196339518
54.189414978 85.9039009823 0.0337268836286
54.230816126 94.3616202998 0.102110042939
54.289992094 99.056139829 0.186091827007
54.335321188 99.8040950546 0.220829717003
54.389657974 96.5722268775 0.324136782768
54.431249141 89.4898277752 0.295790978887
54.488820076 78.8461406497 0.342343041675
54.533693075 65.0460977411 0.298031317229
54.58520317 48.6612156238 0.359367091053
54.634557008 30.333955182 0.271206425729
54.688822031 -9.16601320434 0.344306829097
54.73357296 -9.16601320434 0.261006112298
54.797129154 -47.2453761332 0.25174400783
54.834828138 -47.2453761332 0.158581488562
54.889986038 -63.795584962 0.0204660075891
54.930088043 -77.8211593833 -0.0666402590095
54.984040975 -88.7437922132 -0.144326614168
55.034047126 -96.1399591898 -0.145351898809
55.088052034 -99.6899450748 -0.212228951487
55.133327007 -99.2662309917 -0.217531769704
55.188524961 -94.8847086985 -0.3086455161
55.233905077 -86.7196385208 -0.283278341554
55.289129018 -75.0979058787 -0.342082793403
55.334632158 -60.4960555931 -0.284537638501
55.387403011 -43.4569401154 -0.330917599532
55.432623148 -24.6969595717 -0.253967452598
55.484126091 -4.95392604291 -0.285610144647
55.531414985 14.9884755452 -0.212895780561
