0.0 86.345 
5.94023814006 86.345 
15.0008923028 86.345 
20.6168382846 86.345 
28.8957562421 86.345 
31.9269650646 86.345 
34.1881458243 86.345 
35.3148440058 86.345 
36.5265788972 86.345 
36.6081098166 86.345 
37.7256024076 86.345 
37.5253067871 86.345 
38.4415255505 86.345 
39.6377698745 86.345 
39.0509845313 86.345 
40.625110418 86.345 
39.8676561565 86.345 
41.2295629733 86.345 
40.5758915874 86.345 
40.7699096483 86.345 
41.7820059037 86.345 
41.8991145197 86.345 
41.3551910749 86.345 
42.242965669 86.345 
41.7216957065 86.345 
42.5832946666 86.345 
41.7388955426 86.345 
42.7694329953 86.345 
41.7553234821 86.345 
42.9000800556 86.345 
41.6156709748 86.345 
42.9119921313 86.345 
43.3227632669 86.345 
42.3295394819 86.345 
42.9705735237 86.345 
41.9103628801 86.345 
42.7483436188 86.345 
41.5448406313 86.345 
41.8862184777 86.345 
41.7775128973 86.345 
43.0092432495 86.345 
42.0438498678 86.345 
43.0836514338 86.345 
42.1177925679 86.345 
42.9378303542 86.345 
41.8028980843 86.345 
42.7479996496 86.345 
41.4001672978 86.345 
41.6372735641 86.345 
42.8372940381 86.345 
42.0667853012 86.345 
43.0838224693 86.345 
42.3080414415 86.345 
42.5580474448 86.345 
41.9024909059 86.345 
43.1328423716 86.345 
41.2688389677 86.345 
42.6798989726 86.345 
41.3151443056 86.345 
42.0983186282 86.345 
42.3308200349 86.345 
42.0182051931 86.345 
40.8911701206 86.345 
42.0318980229 86.345 
41.2828112133 86.345 
42.3948590213 86.345 
41.1611361241 86.345 
42.1304069629 86.345 
40.964097019 86.345 
42.3335031939 86.345 
40.9683921304 86.345 
41.2056603976 86.345 
42.5971035279 86.345 
41.994865002 86.345 
42.027622333 86.345 
41.5383713621 86.345 
42.8509859495 86.345 
41.3227789459 86.345 
42.3978400525 86.345 
41.3687138493 86.345 
42.0528885745 86.345 
40.7477040011 86.345 
41.7399825829 86.345 
40.9811656738 86.345 
42.0073385864 86.345 
41.3552393038 86.345 
42.2498827331 86.345 
42.1034324966 86.345 
41.7970278264 86.345 
40.8688527296 86.345 
41.9236651624 86.345 
40.9869420999 86.345 
42.4187668285 86.345 
41.123770442 86.345 
42.4057329331 86.345 
41.4238281027 86.345 
41.9155826295 86.345 
41.1790436734 86.345 
42.0428130705 86.345 
40.9779557064 86.345 
42.8552911313 86.345 
41.975985701 86.345 
41.0484839028 86.345 
42.4491170909 86.345 
41.2466468439 86.345 
42.2268865813 86.345 
41.3096225634 86.345 
42.5056189946 86.345 
41.1344471418 86.345 
42.017651117 86.345 
41.0088957678 86.345 
42.2384834648 86.345 
41.2737224169 86.345 
42.2163476119 86.345 
41.3383566548 86.345 
42.2051494878 86.345 
42.0442940219 86.345 
40.8307516112 86.345 
42.0788023898 86.345 
40.8966142162 86.345 
41.944617621 86.345 
41.1972837943 86.345 
42.4545954013 86.345 
40.911194699 86.345 
41.8026493252 86.345 
40.3632258559 86.345 
41.2499371143 86.345 
40.0728678996 86.345 
42.0469673656 86.345 
40.1025844833 86.345 
41.6335257419 86.345 
42.3077855797 86.345 
40.9623815514 86.345 
41.9617256179 86.345 
40.6974913014 86.345 
41.9899841912 86.345 
40.2948190922 86.345 
41.8576211148 86.345 
40.4931576987 86.345 
41.9042335155 86.345 
40.9356476029 86.345 
